Peptides.01_F	Peptides.04_M	Peptides.05_F	Peptides.15_M	Peptides.187_F	Peptides.188_F	Peptides.205_M	Peptides.209_M	Peptides.49_F	Peptides.52_F	Peptides.54_M	Peptides.57_M	Peptides.58_F	Peptides.96_F	Intensity.S01_F	Intensity.S04_M	Intensity.S05_F	Intensity.S15_M	Intensity.S187_F	Intensity.S188_F	Intensity.S205_M	Intensity.S209_M	Intensity.S49_F	Intensity.S52_F	Intensity.S54_M	Intensity.S57_M	Intensity.S58_F	Intensity.S96_F	iBAQ	iBAQ.01_F	iBAQ.04_M	iBAQ.05_F	iBAQ.15_M	iBAQ.187_F	iBAQ.188_F	iBAQ.205_M	iBAQ.209_M	iBAQ.49_F	iBAQ.52_F	iBAQ.54_M	iBAQ.57_M	iBAQ.58_F	iBAQ.96_F	LFQ.intensity.S01_F	LFQ.intensity.S04_M	LFQ.intensity.S05_F	LFQ.intensity.S15_M	LFQ.intensity.S187_F	LFQ.intensity.S188_F	LFQ.intensity.S205_M	LFQ.intensity.S209_M	LFQ.intensity.S49_F	LFQ.intensity.S52_F	LFQ.intensity.S54_M	LFQ.intensity.S57_M	LFQ.intensity.S58_F	LFQ.intensity.S96_F	MS.MS.count.01_F	MS.MS.count.04_M	MS.MS.count.05_F	MS.MS.count.15_M	MS.MS.count.187_F	MS.MS.count.188_F	MS.MS.count.205_M	MS.MS.count.209_M	MS.MS.count.49_F	MS.MS.count.52_F	MS.MS.count.54_M	MS.MS.count.57_M	MS.MS.count.58_F	MS.MS.count.96_F	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Intensity	MS.MS.count	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names
1	0	0	8	1	1	1	0	0	0	0	0	1	0	1.06e+08	0	0	5.59e+08	22700000	13400000	1.81e+09	0	0	0	0	0	1.7e+07	0	58800000	2474500	0	0	1.3e+07	528990	311360	42100000	0	0	0	0	0	395560	0	0	0	0	3.85e+08	0	28700000	0	0	0	0	0	0	9114700	0	1	0	0	9	2	1	1	0	0	0	0	0	1	0		NA	NA	10	16.1	97.016	0	20.209	2529200000	15	P11171	P11171	Protein 4.1	EPB41
4	8	8	9	4	7	7	8	9	7	8	9	3	9	2.11e+08	1.35e+09	1.74e+09	4.62e+09	1.82e+08	9.44e+08	2.07e+09	9.3e+08	1.41e+09	4.34e+09	1.9e+09	1.8e+09	2.6e+08	1.67e+09	1.12e+09	10100000	64400000	8.3e+07	2.2e+08	8676000	4.5e+07	98700000	44300000	67200000	2.07e+08	90600000	85500000	12400000	79700000	1.61e+08	9.44e+08	9.01e+08	2.54e+09	5.03e+08	1.78e+09	1.29e+09	8.47e+08	1.62e+09	1.6e+09	9.56e+08	2.03e+09	3.11e+08	1.56e+09	2	11	7	18	3	8	8	9	15	16	14	16	1	12		NA	NA	11	43.5	39.233	0	106.86	2.3432e+10	140	P11177	P11177	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB
0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	39100000	0	19500000	0	0	0	3.7e+07	0	0	0	0	3414300	0	0	0	1394800	0	697100	0	0	0	1322400	0	0	0	0	0	0	0	22700000	0	29600000	0	0	0	16900000	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0		NA	NA	1	2.9	53.486	0.0007758	2.4722	95601000	4	P11182	P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	DBT
2	0	5	1	0	0	10	0	1	7	4	0	7	2	51200000	0	2.85e+08	36200000	0	0	7.6e+08	0	8104200	2.86e+08	1.05e+08	0	2.93e+08	25700000	31900000	882770	0	4908300	623580	0	0	13100000	0	139730	4924700	1810800	0	5057200	443260	17100000	0	1.84e+08	26100000	0	0	4.35e+08	0	5922300	1.12e+08	61600000	0	2.09e+08	41600000	2	0	5	1	0	0	13	0	0	7	4	0	7	2		NA	NA	14	16.3	127.18	0	22.753	1849500000	41	P11215	P11215	Integrin alpha-M	ITGAM
66	64	67	53	50	46	60	46	57	66	71	52	65	51	3.77e+11	2.47e+11	2.06e+11	7.2e+10	3.26e+10	3.06e+10	1.69e+11	4.98e+10	8.54e+10	1.76e+11	2.4e+11	4.06e+10	2.05e+11	7.4e+10	4.09e+10	7.7e+09	5.04e+09	4.2e+09	1.47e+09	6.66e+08	6.24e+08	3.44e+09	1.02e+09	1.74e+09	3.6e+09	4.89e+09	8.28e+08	4.18e+09	1.51e+09	1.66e+11	1.26e+11	1.06e+11	4.83e+10	5.12e+10	6.3e+10	7.83e+10	5.51e+10	5.31e+10	7.4e+10	1.25e+11	4.02e+10	1.22e+11	6.79e+10	427	351	238	162	91	102	280	108	186	266	319	160	260	177		NA	NA	77	67.9	96.695	0	323.31	2.005e+12	3127	P11216	P11216	Glycogen phosphorylase, brain form	PYGB
68	62	63	55	44	37	64	45	55	62	68	44	64	45	1.74e+11	1.01e+11	7.49e+10	3.53e+10	1.39e+10	7.59e+09	1.17e+11	2.71e+10	2.57e+10	6.34e+10	8.99e+10	1.57e+10	1.17e+11	2.94e+10	1.78e+10	3.48e+09	2.02e+09	1.5e+09	7.06e+08	2.79e+08	1.52e+08	2.33e+09	5.41e+08	5.14e+08	1.27e+09	1.8e+09	3.15e+08	2.33e+09	5.87e+08	7.42e+10	4.37e+10	3.75e+10	2.36e+10	2.61e+10	1.87e+10	5.41e+10	3.46e+10	2.3e+10	2.55e+10	4.87e+10	2.18e+10	6.34e+10	2.67e+10	280	246	162	149	66	40	215	73	99	145	199	98	222	111		NA	NA	79	68.3	97.091	0	323.31	8.9113e+11	2105	P11217	P11217	Glycogen phosphorylase, muscle form	PYGM
9	9	13	9	4	2	12	5	8	10	10	6	8	4	8.2e+09	3.87e+09	7.43e+09	4.71e+09	8.42e+08	50100000	1.17e+10	1.94e+09	2.66e+09	6.15e+09	8.41e+09	2.67e+09	4.17e+09	1.24e+09	7.12e+09	9.11e+08	4.3e+08	8.25e+08	5.23e+08	93500000	5562900	1.3e+09	2.15e+08	2.96e+08	6.83e+08	9.35e+08	2.97e+08	4.63e+08	1.38e+08	4.66e+09	3.51e+09	4.91e+09	3.85e+09	2.29e+09	3.91e+08	6e+09	4.23e+09	2.83e+09	3.51e+09	5.77e+09	4.63e+09	3.31e+09	2.22e+09	24	19	30	20	8	2	28	8	13	17	19	10	12	8		NA	NA	13	59.7	23.567	0	314.2	6.4038e+10	218	P11233	P11233	Ras-related protein Ral-A	RALA
5	5	8	7	1	0	8	2	6	6	7	2	5	2	0	22800000	43800000	1.11e+08	0	0	2.35e+08	0	16900000	50200000	30200000	0	0	0	56700000	0	2530700	4868300	12400000	0	0	26100000	0	1877400	5574400	3356400	0	0	0	0	34900000	64400000	63100000	0	0	60500000	0	37700000	60100000	43800000	0	0	0	0	1	1	2	0	0	2	0	1	1	1	0	0	0		NA	NA	10	48.1	23.408	0.00083928	3.6338	510090000	9	P11234	P11234	Ras-related protein Ral-B	RALB
16	16	22	69	11	15	16	12	17	19	24	20	20	6	1.08e+08	1.45e+08	1.2e+09	8.47e+09	2.42e+08	1.72e+08	2e+08	1.45e+08	2.33e+08	6.68e+08	8.26e+08	4.75e+08	3.7e+08	54100000	1.05e+08	850960	1141900	9452700	66700000	1907100	1350900	1571200	1144000	1838100	5261600	6507800	3739100	2915800	426090	1.43e+08	1.75e+08	7.18e+08	3.36e+09	2.02e+08	2.1e+08	1.41e+08	1.57e+08	2.21e+08	2.49e+08	5.35e+08	5.17e+08	3.11e+08	60800000	5	10	16	106	7	11	8	5	9	15	21	21	12	2		NA	NA	78	48.4	246.47	0	183.33	1.3305e+10	248	P11277	P11277	Spectrin beta chain, erythrocytic	SPTB
4	1	2	3	3	0	4	0	2	0	0	1	3	1	8.44e+08	1.09e+08	2.8e+08	1.34e+08	31200000	0	6.08e+08	0	29300000	0	0	5983600	1.41e+08	21700000	1.16e+08	44400000	5715900	14700000	7053100	1644700	0	3.2e+07	0	1541800	0	0	314930	7401500	1140900	1.79e+08	2.19e+08	3.31e+08	41200000	12100000	0	1.39e+08	0	65500000	0	0	21700000	57100000	54900000	7	2	2	5	2	0	8	0	2	0	0	1	3	3		NA	NA	4	9.8	44.882	0	25.46	2202800000	35	P11279	P11279	Lysosome-associated membrane glycoprotein 1	LAMP1
0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		NA	NA	1	2.2	45.412	0.0088433	1.6865	0	0	P11309	P11309	Serine/threonine-protein kinase pim-1	PIM1
9	6	7	10	0	1	1	4	3	1	8	6	8	1	3.14e+09	5.49e+08	1.04e+09	1.54e+09	0	34500000	1.23e+08	3.08e+08	3.56e+08	77400000	1.57e+09	4.78e+08	1.74e+09	1.07e+08	5.53e+08	1.57e+08	27500000	52100000	76800000	0	1725900	6143900	15400000	17800000	3871000	78600000	23900000	8.7e+07	5370600	1e+09	5.09e+08	6.45e+08	9.39e+08	0	56600000	54900000	3.29e+08	3.04e+08	28700000	7.89e+08	5.04e+08	1.01e+09	79100000	16	6	7	11	0	1	1	4	3	0	9	6	9	1		NA	NA	14	33.7	46.588	0	156.29	1.1061e+10	74	P11310	P11310	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM
26	28	26	25	13	15	22	18	22	23	27	14	25	19	4.12e+10	3.08e+10	1.61e+10	2.02e+10	5.72e+09	4.02e+09	2e+10	7.59e+09	1e+10	2.14e+10	2.76e+10	4.81e+09	2.48e+10	9.76e+09	6.97e+09	1.18e+09	8.8e+08	4.6e+08	5.77e+08	1.63e+08	1.15e+08	5.71e+08	2.17e+08	2.87e+08	6.12e+08	7.87e+08	1.37e+08	7.08e+08	2.79e+08	1.01e+10	1.22e+10	8.02e+09	1.12e+10	7.66e+09	1.16e+10	1.11e+10	6.72e+09	6.61e+09	5.58e+09	1.27e+10	5.46e+09	1.68e+10	9.39e+09	113	96	53	68	17	29	72	26	41	66	78	26	55	34		NA	NA	33	61.9	59.256	0	323.31	2.4399e+11	774	P11413	P11413	Glucose-6-phosphate 1-dehydrogenase	G6PD
0	0	0	23	5	10	4	6	12	3	0	0	0	1	0	0	0	1.69e+09	2.1e+08	3.53e+08	1.94e+08	2.85e+08	5.13e+08	1.32e+08	0	0	0	3.2e+07	57800000	0	0	0	28700000	3566300	5979800	3281800	4838800	8690400	2234900	0	0	0	541710	0	0	0	1.29e+09	4.35e+08	5.01e+08	1.11e+08	3.43e+08	4.54e+08	5.7e+07	0	0	0	36400000	0	0	0	33	5	16	4	4	10	3	0	0	0	1		NA	NA	25	32.6	129.63	0	73.805	3409500000	76	P11498	P11498	Pyruvate carboxylase, mitochondrial	PC
0	0	0	16	4	12	6	1	10	6	0	9	1	1	0	0	0	1.39e+09	2.24e+08	6.86e+08	3.05e+08	19700000	5.59e+08	4.31e+08	0	3.05e+08	15600000	4.9e+07	76600000	0	0	0	26700000	4309800	13200000	5868800	377890	10700000	8282300	0	5862000	299750	942250	0	0	0	5.69e+08	4.3e+08	1.27e+09	1.87e+08	15600000	2.88e+08	1.85e+08	0	5.88e+08	12300000	33900000	0	0	0	16	6	15	6	1	10	5	0	10	1	0		NA	NA	20	26.8	101.56	0	37.333	3981700000	70	P11586	P11586	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61e+08	0	0	0	0	0	0	0	0	0	0	0	11500000	0	0	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		NA	NA	1	1.4	81.04	0.0068419	1.8055	460860000	1	P11678	P11678	Eosinophil peroxidase;Eosinophil peroxidase light chain;Eosinophil peroxidase heavy chain	EPX
10	5	2	0	0	0	4	0	0	4	5	0	2	0	2.32e+09	7.06e+08	2.33e+08	0	0	0	1.92e+09	0	0	2.7e+08	9.49e+08	0	8.25e+08	0	3.61e+08	1.16e+08	35300000	11600000	0	0	0	96100000	0	0	13500000	47400000	0	41300000	0	1.2e+09	5.04e+08	1.8e+08	0	0	0	8.93e+08	0	0	1.49e+08	5.12e+08	0	4.2e+08	0	15	4	3	0	0	0	7	0	0	4	8	0	4	0		NA	NA	10	25.4	39.724	0	20.758	7221100000	45	P11766	P11766	Alcohol dehydrogenase class-3	ADH5
9	8	11	10	7	3	8	8	10	14	11	9	5	6	8.84e+09	6.76e+09	1.11e+10	6.76e+09	1.74e+09	4.32e+08	9.59e+09	4.62e+09	3.99e+09	1.58e+10	1.12e+10	2.51e+09	5.56e+09	4.83e+09	5.85e+09	5.53e+08	4.22e+08	6.91e+08	4.22e+08	1.09e+08	2.7e+07	5.99e+08	2.89e+08	2.49e+08	9.86e+08	6.99e+08	1.57e+08	3.47e+08	3.02e+08	3.11e+09	3.03e+09	3.87e+09	5.66e+09	3.11e+09	1.68e+09	4.77e+09	4.13e+09	5.19e+09	6.15e+09	6.05e+09	3.55e+09	5.11e+09	7.79e+09	25	26	42	18	14	6	16	18	20	33	24	16	17	17		NA	NA	15	45	34.769	0	105.22	9.3639e+10	292	P11908	P11908	Ribose-phosphate pyrophosphokinase 2	PRPS2
34	31	37	26	10	5	25	8	17	24	29	13	28	21	8.39e+10	5.64e+10	1.11e+11	1.31e+10	9.58e+08	1.87e+08	1.56e+10	6.34e+08	3.47e+09	1.47e+10	5.04e+10	2.31e+09	2.67e+10	4.84e+09	1.07e+10	2.33e+09	1.57e+09	3.08e+09	3.63e+08	26600000	5206800	4.32e+08	17600000	96500000	4.09e+08	1.4e+09	6.4e+07	7.41e+08	1.34e+08	3.43e+10	4.69e+10	5.54e+10	6.88e+09	9.57e+08	6.68e+08	6.01e+09	1.28e+09	3.37e+09	5.14e+09	2.57e+10	2.99e+09	1.27e+10	4.95e+09	191	147	213	86	9	3	76	6	32	68	127	22	90	39		NA	NA	37	57.2	70.67	0	323.31	3.8406e+11	1109	P11940;Q9H361;Q4VXU2;Q96DU9	P11940;Q9H361	Polyadenylate-binding protein 1;Polyadenylate-binding protein 3	PABPC1;PABPC3
0	1	0	3	1	0	0	2	3	4	0	3	0	0	0	40800000	0	2.36e+08	23800000	0	0	45500000	1e+08	4.15e+08	0	84100000	0	0	59100000	0	2550700	0	14700000	1488100	0	0	2842200	6263200	25900000	0	5255100	0	0	0	73100000	0	89100000	1.05e+08	0	0	1.13e+08	1.03e+08	96300000	0	1.2e+08	0	0	0	1	0	4	1	0	0	2	3	3	0	3	0	0		NA	NA	4	20.3	28.768	0	13.584	945040000	17	P12004	P12004	Proliferating cell nuclear antigen	PCNA
11	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12e+09	1.12e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0		NA	NA	11	52.2	29.55	0	126.54	1.1171e+10	20	P12034	P12034	Fibroblast growth factor 5	FGF5
3	3	7	4	1	4	1	1	5	1	2	2	1	1	61300000	80200000	5.27e+08	24400000	0	60200000	0	0	53400000	0	0	0	0	0	2.6e+07	1978800	2587100	1.7e+07	787630	0	1941400	0	0	1722400	0	0	0	0	0	49600000	88900000	1.64e+08	57100000	0	2.15e+08	0	0	53400000	0	0	0	0	0	1	1	10	2	0	2	0	0	2	0	0	0	0	0		NA	NA	8	8.2	112.48	0	8.6287	806810000	18	P12036	P12036	Neurofilament heavy polypeptide	NEFH
0	3	7	2	1	0	6	3	0	5	0	1	3	0	0	74500000	6.14e+08	1.55e+08	36200000	0	4.92e+08	1.34e+08	0	4.34e+08	0	21200000	1.74e+08	0	76200000	0	2661700	21900000	5519900	1292300	0	17600000	4788000	0	15500000	0	758370	6199900	0	0	45700000	2.81e+08	62200000	34500000	0	2.11e+08	97600000	0	2.16e+08	0	34200000	1.53e+08	0	0	3	7	3	1	0	5	2	0	5	0	1	3	0		NA	NA	9	24.8	57.41	0	21.978	2133300000	30	P12081	P12081	Histidine--tRNA ligase, cytoplasmic	HARS
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22100000	0	0	0	0	0	0	0	0	0	0	408830	0	0	0	408830	0	0	0	0	0	0	0	0	0	0	0	0	0	19600000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		NA	NA	1	1.6	108.53	0.003352	2.0747	22077000	1	P12109	P12109	Collagen alpha-1(VI) chain	COL6A1
0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	2.8e+08	0	0	0	0	0	0	0	0	41100000	0	1866600	0	0	0	1627700	0	0	0	0	0	0	0	0	238910	0	0	0	0	1.72e+08	0	0	0	0	0	0	0	0	59200000	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0		NA	NA	5	2.1	343.67	0	7.5179	321050000	12	P12111	P12111	Collagen alpha-3(VI) chain	COL6A3
2	2	6	6	0	0	9	1	1	3	1	1	3	3	0	0	65800000	74100000	0	0	1.44e+09	0	0	0	0	0	72200000	0	82800000	0	0	3291100	3704300	0	0	72200000	0	0	0	0	0	3609900	0	0	0	83500000	1.09e+08	0	0	7.43e+08	0	0	0	0	0	1.08e+08	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0		NA	NA	9	29.2	33.064	0.00043516	4.2274	1656600000	7	P12235;Q9H0C2	P12235	ADP/ATP translocase 1	SLC25A4
2	2	5	5	0	0	9	1	1	3	1	1	4	3	3.43e+08	2.32e+08	8.28e+08	1.53e+09	0	0	8.37e+09	3.5e+07	1.13e+08	2.71e+08	1.22e+08	67300000	9.23e+08	3.65e+08	6.6e+08	17100000	11600000	41400000	76600000	0	0	4.19e+08	1751700	5674600	13500000	6090200	3367000	46200000	18200000	2.46e+08	1.43e+08	6.46e+08	1.47e+09	0	0	4.66e+09	1.05e+08	1.93e+08	1.98e+08	1.35e+08	1.38e+08	8.69e+08	5.56e+08	3	5	7	7	0	0	19	1	2	4	2	2	5	4		NA	NA	10	32.2	32.866	0	14.823	1.3203e+10	61	P12236	P12236	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed	SLC25A6
0	0	0	1	0	6	3	0	1	1	0	0	0	0	0	0	0	4.4e+07	0	3.15e+08	1.94e+08	0	66900000	75300000	0	0	0	0	31600000	0	0	0	1999300	0	14300000	8818900	0	3040200	3422500	0	0	0	0	0	0	0	23400000	0	6.54e+08	1.03e+08	0	3.9e+07	16200000	0	0	0	0	0	0	0	1	0	6	4	0	1	1	0	0	0	0		NA	NA	7	19.6	55.804	0	7.9766	695330000	13	P12268;P20839	P12268	Inosine-5-monophosphate dehydrogenase 2	IMPDH2
2	2	2	3	1	1	0	11	12	9	4	3	0	1	1.4e+08	52500000	3.11e+08	5e+07	3.17e+08	4583100	0	2.71e+08	3.43e+08	4.08e+08	99100000	91400000	0	1.7e+09	3.5e+07	1297800	485730	2878300	463370	2936000	42436	0	2505400	3177100	3775400	917410	846380	0	15700000	1.13e+08	8.6e+07	1.23e+08	1.54e+08	1.14e+08	29700000	0	4.28e+08	5.49e+08	2.26e+08	1.83e+08	4.3e+08	0	7.6e+08	2	2	2	3	2	1	0	11	14	11	4	5	0	3		NA	NA	21	12.1	267.29	0	35.887	3.783e+09	60	P12270	P12270	Nucleoprotein TPR	TPR
5	7	6	13	15	14	16	17	15	11	10	17	7	8	7.54e+08	5.99e+08	5.48e+08	8.07e+09	2.43e+10	1.68e+10	9.58e+09	1.55e+10	1.21e+10	4.23e+09	2.14e+09	3.47e+10	2.59e+09	1.26e+09	7.83e+09	44400000	35300000	32200000	4.75e+08	1.43e+09	9.89e+08	5.64e+08	9.15e+08	7.12e+08	2.49e+08	1.26e+08	2.04e+09	1.53e+08	74100000	3.65e+08	7.89e+08	4.94e+08	4.12e+09	1.38e+10	2.45e+10	4.36e+09	1.34e+10	9.67e+09	2.32e+09	1.24e+09	2.94e+10	1.41e+09	1.63e+09	9	5	7	39	75	72	48	52	45	28	16	81	19	14		NA	NA	17	61.4	42.644	0	323.31	1.3319e+11	510	P12277;P06732	P12277	Creatine kinase B-type	CKB
1	2	0	0	0	0	3	0	0	0	0	0	0	0	77100000	1.45e+08	0	0	0	0	1.3e+08	0	0	0	0	0	0	0	20700000	4536300	8504600	0	0	0	0	7664800	0	0	0	0	0	0	0	4.3e+07	1e+08	0	0	0	0	57200000	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0		NA	NA	4	10.7	42.631	0	4.3328	3.52e+08	6	P12314;Q92637	P12314;Q92637	High affinity immunoglobulin gamma Fc receptor I;High affinity immunoglobulin gamma Fc receptor IB	FCGR1A;FCGR1B
0	3	5	1	2	0	0	2	0	0	1	4	4	4	0	1.72e+08	5.04e+08	1.13e+08	89700000	0	0	1.09e+08	0	0	93400000	3.27e+08	4.73e+08	2.78e+08	1.08e+08	0	8595800	25200000	5645300	4484600	0	0	5449000	0	0	4669400	16300000	23700000	13900000	0	1.26e+08	2.02e+08	1.18e+08	75400000	0	0	1.34e+08	0	0	7.6e+07	1.63e+08	2.2e+08	2.78e+08	0	3	7	1	2	0	0	2	0	0	1	3	3	4		NA	NA	7	28.1	47.036	0	47.371	2158200000	26	P12532	P12532	Creatine kinase U-type, mitochondrial	CKMT1A
0	2	2	9	0	3	3	5	2	3	2	6	0	0	0	1e+08	91400000	1.4e+09	0	1.83e+08	2.46e+08	4.84e+08	1.31e+08	5.24e+08	1.31e+08	6.46e+08	0	0	1.57e+08	0	4013100	3655200	5.6e+07	0	7320400	9822500	19400000	5256400	20900000	5247000	25800000	0	0	0	1.13e+08	85100000	7.28e+08	0	4.09e+08	1.48e+08	3e+08	1.27e+08	2.68e+08	9.9e+07	3.78e+08	0	0	0	2	2	12	0	4	3	6	3	5	2	8	0	0		NA	NA	10	33.9	50.47	0	53.193	3935200000	47	P12694	P12694	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA
62	58	72	59	48	30	58	43	59	60	65	49	58	51	9.45e+10	4.57e+10	1.54e+11	3.62e+10	8.37e+09	1.17e+09	4.5e+10	8.14e+09	2.35e+10	3.7e+10	5.3e+10	6.99e+09	4.45e+10	1.68e+10	1.11e+10	1.82e+09	8.78e+08	2.97e+09	6.96e+08	1.61e+08	22500000	8.65e+08	1.56e+08	4.51e+08	7.11e+08	1.02e+09	1.34e+08	8.56e+08	3.23e+08	3.16e+10	2.58e+10	6.54e+10	1.52e+10	1.52e+10	3.33e+09	2.43e+10	8.91e+09	2.02e+10	1.69e+10	2.62e+10	1.34e+10	3.2e+10	2.34e+10	196	167	247	115	39	9	99	36	77	88	151	47	117	59		NA	NA	75	77.4	103.06	0	323.31	5.7524e+11	1447	P12814	P12814	Alpha-actinin-1	ACTN1
2	0	0	0	0	0	0	0	1	0	0	0	0	1	74300000	0	0	0	0	0	0	0	0	0	0	0	0	42700000	1169700	742670	0	0	0	0	0	0	0	0	0	0	0	0	427030	28700000	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1		NA	NA	4	2	223.09	0.0022805	2.2484	116970000	3	P12883;P13533;P13535;Q9UKX3;Q9Y623;P12882;P11055;Q9UKX2	P12883;P13533;P13535;Q9UKX3;Q9Y623;P12882;P11055;Q9UKX2	Myosin-7;Myosin-6;Myosin-8;Myosin-13;Myosin-4;Myosin-1;Myosin-3;Myosin-2	MYH7;MYH6;MYH8;MYH13;MYH4;MYH1;MYH3;MYH2
0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2.82e+08	60100000	0	0	0	0	0	0	67900000	0	0	14600000	0	0	0	10100000	2144800	0	0	0	0	0	0	2424100	0	0	0	0	0	32300000	1.17e+08	0	0	0	0	0	0	1.27e+08	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0		NA	NA	2	3.4	59.834	0.0022659	2.2115	410170000	4	P12931;P06239;P06241;P07947	P12931;P06239;P06241;P07947	Proto-oncogene tyrosine-protein kinase Src;Tyrosine-protein kinase Lck;Tyrosine-protein kinase Fyn;Tyrosine-protein kinase Yes	SRC;LCK;FYN;YES1
11	10	9	9	7	8	9	7	9	10	10	7	9	9	1.19e+10	1.02e+10	4.16e+09	3.88e+09	1.32e+09	1.97e+09	4.32e+09	1.71e+09	2.49e+09	6.55e+09	7.53e+09	1.5e+09	2.99e+09	4.68e+09	2.72e+09	4.97e+08	4.24e+08	1.73e+08	1.62e+08	54800000	82100000	1.8e+08	71100000	1.04e+08	2.73e+08	3.14e+08	62600000	1.24e+08	1.95e+08	4.2e+09	5.6e+09	2.12e+09	1.9e+09	1.44e+09	4.4e+09	2.67e+09	1.53e+09	1.67e+09	2.13e+09	3.77e+09	1.54e+09	2.35e+09	3.5e+09	30	32	19	26	10	16	18	12	11	17	24	8	18	16		NA	NA	13	27.4	54.548	0	323.31	6.5186e+10	257	P12955	P12955	Xaa-Pro dipeptidase	PEPD
8	0	0	24	23	8	23	1	18	10	10	12	8	2	6.39e+08	0	0	5.25e+09	5.26e+09	4.52e+08	5.18e+09	37600000	1.48e+09	1.27e+09	1.29e+09	1.57e+09	8.7e+08	99700000	7.31e+08	2e+07	0	0	1.64e+08	1.64e+08	14100000	1.62e+08	1176200	46300000	39600000	40200000	4.9e+07	27200000	3116400	4.58e+08	0	0	2.78e+09	7.38e+09	1.27e+09	1.91e+09	75400000	1.14e+09	5.46e+08	8.06e+08	2.09e+09	6.8e+08	78600000	9	0	0	49	47	9	39	1	23	16	17	19	10	1		NA	NA	29	52.7	69.842	0	300.65	2.3391e+10	240	P12956	P12956	X-ray repair cross-complementing protein 6	XRCC6
2	0	0	24	23	5	25	2	14	9	10	12	9	3	83600000	0	0	4.22e+09	5.27e+09	1.28e+08	5.09e+09	26700000	8.89e+08	9.01e+08	1.02e+09	1.24e+09	7.73e+08	57100000	5.18e+08	2199300	0	0	1.11e+08	1.39e+08	3360100	1.34e+08	702960	23400000	23700000	26800000	32700000	20300000	1502400	47400000	0	0	2.55e+09	6.68e+09	2.5e+08	2.01e+09	33300000	8.88e+08	4.47e+08	6.1e+08	1.61e+09	5.41e+08	7.7e+07	2	0	0	36	49	9	37	2	18	9	10	18	10	3		NA	NA	32	55.9	82.704	0	132.03	1.9688e+10	203	P13010	P13010	X-ray repair cross-complementing protein 5	XRCC5
0	0	0	4	0	0	6	0	0	0	0	0	4	0	0	0	0	4.63e+08	0	0	1.19e+09	0	0	0	0	0	3.84e+08	0	1.85e+08	0	0	0	42100000	0	0	1.08e+08	0	0	0	0	0	34900000	0	0	0	0	5.11e+08	0	0	5.96e+08	0	0	0	0	0	3.59e+08	0	0	0	0	3	0	0	8	0	0	0	0	0	4	0		NA	NA	7	34.9	19.576	0	9.0631	2034900000	15	P13073	P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1
