Entry.name	Entry (UniProtAC)		MS.MS.count.AD1.1.1	MS.MS.count.AD1.2.1	MS.MS.count.AD1.2.2	MS.MS.count.AD1.1.2	MS.MS.count.AD2.1.1	MS.MS.count.AD2.2.1	MS.MS.count.AD2.2.2	MS.MS.count.AD2.1.2	MS.MS.count.AD3.1.1	MS.MS.count.AD3.2.1	MS.MS.count.AD3.2.2	MS.MS.count.AD3.1.2	MS.MS.count.AD4.1.1	MS.MS.count.AD4.2.1	MS.MS.count.AD4.2.2	MS.MS.count.AD4.1.2	MS.MS.count.AD5.1.1	MS.MS.count.AD5.1.2	MS.MS.count.ND1.1.1	MS.MS.count.ND1.1.2	MS.MS.count.ND2.1.1	MS.MS.count.ND2.2.1	MS.MS.count.ND2.2.2	MS.MS.count.ND2.1.2	MS.MS.count.ND3.1.1	MS.MS.count.ND3.2.1	MS.MS.count.ND3.2.2	MS.MS.count.ND3.1.2	Intensity.AD1.1.1	Intensity.AD1.2.1	Intensity.AD1.2.2	Intensity.AD1.1.2	Intensity.AD2.1.1	Intensity.AD2.2.1	Intensity.AD2.2.2	Intensity.AD2.1.2	Intensity.AD3.1.1	Intensity.AD3.2.1	Intensity.AD3.2.2	Intensity.AD3.1.2	Intensity.AD4.1.1	Intensity.AD4.2.1	Intensity.AD4.2.2	Intensity.AD4.1.2	Intensity.AD5.1.1	Intensity.AD5.1.2	Intensity.ND1.1.1	Intensity.ND1.1.2	Intensity.ND2.1.1	Intensity.ND2.2.1	Intensity.ND2.2.2	Intensity.ND2.1.2	Intensity.ND3.1.1	Intensity.ND3.2.1	Intensity.ND3.2.2	Intensity.ND3.1.2		Raw.p	Raw.FC	SC.p	SC.FC			Protein.names	Gene.names	Gene.names...primary..	Function..CC.	Length	Gene.ontology..biological.process.	Gene.ontology..cellular.component.	Gene.ontology..molecular.function.	Domain..CC.	Domain..FT.	Protein.families	Sequence.similarities	EC.number	Organism	Repeat	Region	Zinc.finger	Motif	Coiled.coil	Compositional.bias	Cross.reference..MGI.	Cross.reference..GeneCards.	Status	
RL23A_HUMAN	P62750		0	1	2	0	0	0	0	0	0	1	1	3	0	0	0	0	12	13	1	1	0	0	0	0	21	10	9	24		8.01	8.27							7.86	7.77	8.08					9.18	9.25	7.62	7.67					8.99	8.98	8.75	8.94		0.166161577	0.894517338	0.147993924	0.277777778			60S ribosomal protein L23a (Large ribosomal subunit protein uL23)	RPL23A	RPL23A	FUNCTION: This protein binds to a specific region on the 26S rRNA. {ECO:0000250}.	156	"cell proliferation [GO:0008283]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleus [GO:0005634]	cadherin binding [GO:0045296]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uL23 family	SIMILARITY: Belongs to the universal ribosomal protein uL23 family. {ECO:0000305}.		Homo sapiens (Human)								RPL23A;	reviewed	
R39L5_HUMAN	Q59GN2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2																									7.75			7.30		0.17078975	0.942100404	0.19342206	0			Putative 60S ribosomal protein L39-like 5 (60S ribosomal protein L39 pseudogene 5)	RPL39P5	RPL39P5		51	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL39 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL39 family. {ECO:0000305}.		Homo sapiens (Human)								RPL39P5;	reviewed	
RL39_HUMAN	P62891		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2																									7.75			7.30		0.17078975	0.942100404	0.19342206	0			60S ribosomal protein L39 (Large ribosomal subunit protein eL39)	RPL39	RPL39		51	"antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular space [GO:0005615]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL39 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL39 family. {ECO:0000305}.		Homo sapiens (Human)								RPL39;	reviewed	
RL36_HUMAN	Q9Y3U8		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	5	4	2	4			7.57														8.25	8.60							7.60	8.24	7.99	7.94		0.184183295	0.919217938	0.138466979	0.259259259			60S ribosomal protein L36 (Large ribosomal subunit protein eL36)	RPL36	RPL36	FUNCTION: Component of the large ribosomal subunit. {ECO:0000305|PubMed:12962325}.	105	"cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleolus [GO:0005730]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL36 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL36 family. {ECO:0000305}.		Homo sapiens (Human)								RPL36;	reviewed	
RL31_HUMAN	P62899		0	2	1	0	0	1	0	0	2	0	2	2	0	0	0	0	8	8	1	1	0	0	1	0	14	12	9	10		8.20	7.79			6.46			8.06	7.78	8.01	8.08		7.13			9.10	9.12	7.61	7.53			6.63		8.49	8.88	8.69	8.49		0.247083714	0.924184273	0.10538329	0.300925926			60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	RPL31	RPL31		125	"cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL31 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL31 family. {ECO:0000305}.		Homo sapiens (Human)								RPL31;	reviewed	
RL6_HUMAN	Q02878		0	5	6	0	0	0	0	0	9	3	0	7	0	0	0	0	41	39	0	0	1	0	0	1	67	30	29	63		8.02	8.15						8.38	7.70		8.54					9.71	9.69			7.06			6.92	9.26	9.14	9.10	9.22		0.254268202	0.904640875	0.178011295	0.319953461			60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107)	RPL6 TXREB1	RPL6	FUNCTION: Component of the large ribosomal subunit. {ECO:0000305|PubMed:12962325}.; FUNCTION: (Microbial infection) Specifically binds to domain C of the Tax-responsive enhancer element in the long terminal repeat of HTLV-I (PubMed:8457378). {ECO:0000269|PubMed:8457378}.	288	"cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of transcription, DNA-templated [GO:0006355]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]	cadherin binding [GO:0045296]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL6 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL6 family. {ECO:0000305}.		Homo sapiens (Human)								RPL6;	reviewed	
RL30_HUMAN	P62888		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	4	4	2																	8.73	8.43								8.22	8.01	7.70		0.305850047	0.940104448	0.508576007	0.555555556			60S ribosomal protein L30 (Large ribosomal subunit protein eL30)	RPL30	RPL30		115	"antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytoplasmic translation [GO:0002181]; defense response to Gram-negative bacterium [GO:0050829]; killing of cells of other organism [GO:0031640]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL30 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL30 family. {ECO:0000305}.		Homo sapiens (Human)								RPL30;	reviewed	
RL11_HUMAN	P62913		0	3	3	0	0	0	1	2	2	5	2	5	1	0	0	1	16	13	2	0	2	0	2	2	11	11	9	8		7.92	8.39				8.27	9.24	7.71	9.13	7.88	9.29	8.16			8.28	9.34	9.41	7.31		8.37		8.36	8.35	8.62	8.93	8.76	8.57		0.335150702	0.940032538	0.350623034	0.638297872			60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)	RPL11	RPL11	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. As part of the 5S RNP/5S ribonucleoprotein particle it is an essential component of the LSU, required for its formation and the maturation of rRNAs (PubMed:19061985, PubMed:12962325, PubMed:24120868). It also couples ribosome biogenesis to p53/TP53 activation. As part of the 5S RNP it accumulates in the nucleoplasm and inhibits MDM2, when ribosome biogenesis is perturbed, mediating the stabilization and the activation of TP53 (PubMed:24120868). Promotes nucleolar location of PML (By similarity). {ECO:0000250|UniProtKB:Q9CXW4, ECO:0000269|PubMed:12962325, ECO:0000269|PubMed:19061985, ECO:0000269|PubMed:24120868}."	178	"negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein neddylation [GO:2000435]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein binding [GO:0032092]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein complex [GO:0043234]	5S rRNA binding [GO:0008097]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]; ubiquitin protein ligase binding [GO:0031625]			Universal ribosomal protein uL5 family	SIMILARITY: Belongs to the universal ribosomal protein uL5 family. {ECO:0000305}.		Homo sapiens (Human)								RPL11;	reviewed	
RL26_HUMAN	P61254		0	2	5	0	0	0	0	0	5	1	2	2	0	0	0	0	21	14	1	1	0	0	0	0	28	12	10	27		7.97	8.24						8.35	7.81	8.05	7.86					9.33	9.40	7.40	7.19					8.79	8.93	8.62	8.77		0.33798287	0.929117862	0.212165644	0.365682138			60S ribosomal protein L26 (Large ribosomal subunit protein uL24)	RPL26	RPL26		145	"cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; cytoplasmic translation [GO:0002181]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:1902164]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902167]; positive regulation of translation [GO:0045727]; regulation of translation involved in cellular response to UV [GO:1904803]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uL24 family	SIMILARITY: Belongs to the universal ribosomal protein uL24 family. {ECO:0000305}.		Homo sapiens (Human)								RPL26;	reviewed	
RL24_HUMAN	P83731		0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	3	2	0	0	0	0	0	0	13	10	7	10		7.91							7.66	7.76		7.67					8.65	8.70							8.75	8.82	8.32	8.50		0.338068651	0.927622275	0.077503395	0.152777778			60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24)	RPL24	RPL24		157	"assembly of large subunit precursor of preribosome [GO:1902626]; exit from mitosis [GO:0010458]; mitotic cell cycle checkpoint [GO:0007093]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; optic nerve development [GO:0021554]; retina development in camera-type eye [GO:0060041]; retinal ganglion cell axon guidance [GO:0031290]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; membrane [GO:0016020]	cadherin binding [GO:0045296]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL24 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL24 family. {ECO:0000305}.		Homo sapiens (Human)								RPL24;	reviewed	
RL12_HUMAN	P30050		1	3	0	0	0	0	0	0	2	1	0	2	0	0	0	0	10	10	0	0	1	0	0	0	10	4	6	10	6.81	8.04							7.60	7.72		7.79					9.14	9.20			7.06				8.58	8.49	8.55	8.22		0.342894563	0.932843003	0.342514267	0.519713262			60S ribosomal protein L12 (Large ribosomal subunit protein uL11)	RPL12	RPL12	FUNCTION: Binds directly to 26S ribosomal RNA. {ECO:0000250}.	165	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uL11 family	SIMILARITY: Belongs to the universal ribosomal protein uL11 family. {ECO:0000305}.		Homo sapiens (Human)								RPL12;	reviewed	
RL7L_HUMAN	Q6DKI1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						6.99								0.343436396	0.9782598					60S ribosomal protein L7-like 1 (Large ribosomal subunit protein uL30-like 1)	RPL7L1	RPL7L1		246	"blastocyst formation [GO:0001825]; cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]"	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uL30 family	SIMILARITY: Belongs to the universal ribosomal protein uL30 family. {ECO:0000305}.		Homo sapiens (Human)								RPL7L1;	reviewed	
RL5_HUMAN	P46777		0	1	0	0	0	0	0	0	2	1	2	3	1	0	0	1	24	22	0	0	1	0	0	0	27	21	23	24		7.32							8.15	7.76	7.60	7.74	6.94			7.07	9.51	9.57		6.52	6.43				9.06	9.14	9.07	9.10		0.346889058	0.922794473	0.154006758	0.329861111			60S ribosomal protein L5 (Large ribosomal subunit protein uL18)	RPL5 MSTP030	RPL5	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. As part of the 5S RNP/5S ribonucleoprotein particle it is an essential component of the LSU, required for its formation and the maturation of rRNAs (PubMed:12962325, PubMed:19061985, PubMed:24120868, PubMed:23636399). It also couples ribosome biogenesis to p53/TP53 activation. As part of the 5S RNP it accumulates in the nucleoplasm and inhibits MDM2, when ribosome biogenesis is perturbed, mediating the stabilization and the activation of TP53 (PubMed:24120868). {ECO:0000269|PubMed:12962325, ECO:0000269|PubMed:19061985, ECO:0000269|PubMed:23636399, ECO:0000269|PubMed:24120868}."	297	"negative regulation of protein neddylation [GO:2000435]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of gene expression [GO:0010628]; positive regulation of translation [GO:0045727]; protein stabilization [GO:0050821]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]	5S rRNA binding [GO:0008097]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]; ubiquitin protein ligase binding [GO:0031625]			Universal ribosomal protein uL18 family	SIMILARITY: Belongs to the universal ribosomal protein uL18 family. {ECO:0000305}.		Homo sapiens (Human)								RPL5;	reviewed	
RL10_HUMAN	P27635		0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	21	21	0	0	0	0	0	1	23	11	11	16		7.59	7.69						8.25		7.72	7.85					9.46	9.42						6.87	8.84	8.88	8.67	8.74		0.355536404	0.927832755	0.265557953	0.421146953			60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)	RPL10 DXS648E QM	RPL10	"FUNCTION: Component of the large ribosomal subunit (PubMed:26290468). Plays a role in the formation of actively translating ribosomes (PubMed:26290468). May play a role in the embryonic brain development (PubMed:25316788). {ECO:0000269|PubMed:25316788, ECO:0000269|PubMed:26290468, ECO:0000305|PubMed:12962325}."	214	"embryonic brain development [GO:1990403]; negative regulation of apoptotic process [GO:0043066]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]; protein complex [GO:0043234]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]			Universal ribosomal protein uL16 family	SIMILARITY: Belongs to the universal ribosomal protein uL16 family. {ECO:0000305}.		Homo sapiens (Human)								RPL10;	reviewed	
RL18_HUMAN	Q07020		0	7	5	0	0	0	0	0	4	0	2	4	0	0	0	0	16	16	1	1	0	0	0	0	23	18	15	19		8.61	8.65						8.26		7.82	8.32					9.51	9.59	7.06	7.00					8.91	9.01	8.83	8.80		0.368419206	0.929336269	0.180661319	0.38961039			60S ribosomal protein L18 (Large ribosomal subunit protein eL18)	RPL18	RPL18	FUNCTION: Component of the large ribosomal subunit. {ECO:0000305|PubMed:12962325}.	188	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL18 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL18 family. {ECO:0000305}.		Homo sapiens (Human)								RPL18;	reviewed	
RL15_HUMAN	P61313		0	3	3	0	0	0	0	0	5	1	1	6	0	0	0	0	23	23	1	2	0	0	0	0	19	10	14	22		8.01	8.19						8.30	7.75	7.78	8.59					9.50	9.54	7.23	7.13					8.81	8.81	8.76	8.85		0.389534145	0.934980376	0.340769788	0.531045752			60S ribosomal protein L15 (Large ribosomal subunit protein eL15)	RPL15 EC45 TCBAP0781	RPL15		204	"cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; response to ethanol [GO:0045471]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	A band [GO:0031672]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; ribosome [GO:0005840]	cadherin binding [GO:0045296]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL15 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL15 family. {ECO:0000305}.		Homo sapiens (Human)								RPL15;	reviewed	
RLA0_HUMAN	P05388		0	8	9	0	0	1	0	1	4	3	1	4	1	0	0	0	34	29	2	4	1	0	0	1	14	27	27	16		8.57	8.59			6.73		7.03	8.41	8.01	7.62	8.60	7.30	6.93			9.60	9.66	7.46	7.70	6.38			6.65	8.72	9.15	8.98	8.57		0.425381656	0.946269878	0.362381112	0.573671498			60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)	RPLP0	RPLP0	FUNCTION: Ribosomal protein P0 is the functional equivalent of E.coli protein L10.	317	"interleukin-12-mediated signaling pathway [GO:0035722]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleus [GO:0005634]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uL10 family	SIMILARITY: Belongs to the universal ribosomal protein uL10 family. {ECO:0000305}.		Homo sapiens (Human)								RPLP0;	reviewed	
RL21_HUMAN	P46778		0	0	1	0	0	0	0	0	1	2	0	2	0	0	0	0	14	14	0	0	0	0	0	0	11	8	8	9			7.98						8.06	8.05		8.15					9.32	9.38							8.96	8.71	8.73	8.67		0.434502768	0.936114148	0.360981578	0.524691358			60S ribosomal protein L21 (Large ribosomal subunit protein eL21)	RPL21	RPL21	FUNCTION: Component of the large ribosomal subunit. {ECO:0000305|PubMed:12962325}.	160	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eL21 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eL21 family. {ECO:0000305}.		Homo sapiens (Human)								RPL21;	reviewed	
